WH,WH-Bigram,WH-POS,WH-NBOR-POS,Root-POS,Class
how,how many,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VB,ENTY
what,what was,WP,VBD,VBD,ENTY
who,who was,WP,VBD,VBD,HUM
what,what was,WP,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what were,WP,VBD,VBD,LOC
what,what causes,WP,VBZ,VBZ,DESC
what,what year,WDT,NN,VBD,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what color,WDT,NN,VBP,ENTY
what,what is,WP,VBZ,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what countries,WDT,NNS,VBP,LOC
when,when was,WRB,VBD,VBN,NUM
what,what was,WP,VBD,VBD,ENTY
who,who was,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
what,what did,WP,VBD,VBP,DESC
what,what \'s,WP,VBZ,VBZ,ABBR
what,what creature,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ABBR
who,what \'s who formed,WP,VBD,VBZ,DESC
which,which two,WDT,CD,VBP,ENTY
where,where did,WRB,VBD,VB,LOC
what,what color,WDT,NN,VBP,ENTY
how,how much,WRB,JJ,VBP,NUM
what,what company,WDT,NN,VBZ,HUM
what,what disease,WDT,NN,VBP,ENTY
what,what did,WP,VBD,VB,DESC
how,how much,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what two,WP,CD,VBN,LOC
what,what does,WP,VBZ,VB,DESC
why,why do,WRB,VBP,VB,DESC
how,how do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,NUM
how,how do,WRB,VBP,VB,DESC
what,what does,WP,VBZ,VBN,ENTY
when,when did,WRB,VBD,VBN,NUM
what,what determines,WP,VBZ,VBZ,ENTY
which,which country,WDT,NN,VB,LOC
what,what was,WP,VBD,VBD,ENTY
who,who directed,WP,VBD,VBD,HUM
what,what are,WP,VBP,VBN,ENTY
what,what city,WP,NN,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
what,what comedian,WDT,NN,VBN,HUM
how,how many,WRB,JJ,VBN,NUM
what,what state,WDT,NN,VBD,LOC
what,what tv,WP,NN,VBN,ENTY
what,what developed,WP,VBD,VBD,ENTY
how,how many,WRB,JJ,VB,NUM
what,what poet,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what irwin,WP,NNP,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
where,what is where the,WRB,DT,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
how,how long,WRB,RB,NNS,NUM
why,why is,WRB,VBZ,VBZ,DESC
who,who runs,WP,VBZ,VBZ,HUM
what,what state,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VB,NUM
what,what bowl,WP,NN,VBD,ENTY
what,what islands,WDT,NNS,VBD,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what took,WP,VBD,VBD,ENTY
what,what six,WP,CD,VBP,ENTY
how,how do,WRB,VBP,VB,DESC
what,what author,WDT,NN,VBN,HUM
what,what foods,WDT,NNS,VBP,ENTY
what,what president,WP,NNP,VBN,HUM
what,what comic,WDT,NN,VBD,HUM
how,how many,WRB,JJ,VBZ,NUM
what,what was,WP,VBD,VBD,LOC
who,who invented,WP,VBD,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
how,how many,WRB,JJ,VBZ,NUM
which,what is which hitler,WDT,NNP,VBZ,LOC
what,what group,WDT,NN,VBD,HUM
how,how long,WRB,RB,VBZ,NUM
where,where can,WRB,MD,VB,LOC
how,how many,WRB,JJ,VBP,NUM
when,what do when your,WRB,PRP$,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
which,which of,WDT,IN,VBD,HUM
what,what triple,WP,NNP,VBD,ENTY
what,what \'s,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,LOC
who,who asked,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,DESC
what,what president,WP,NNP,VBD,HUM
what,what do,WP,VBP,VB,ENTY
what,what incident,WDT,NN,VBD,DESC
what,what is,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,HUM
how,how do,WRB,VBP,VB,DESC
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what court,WDT,NN,VB,HUM
who,who made,WP,VBD,VBD,HUM
who,what is who tried,WP,VBD,VBZ,HUM
what,what date,WDT,NN,VBP,NUM
what,what are,WP,VBP,VBP,NUM
what,what year,WDT,NN,VBP,NUM
how,how many,WRB,JJ,VB,NUM
what,what does,WP,VBZ,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,NN,ABBR
who,who is,WP,VBZ,VBZ,HUM
what,what well,WP,RB,VBZ,HUM
how,how do,WRB,VBP,VB,DESC
why,why do,WRB,VBP,VB,DESC
when,which leg when walking,WRB,VBG,VBZ,ENTY
when,when was,WRB,VBD,VBD,NUM
what,what \'s,WP,VBZ,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
that,what green that stokes,WDT,VBZ,VBD,HUM
how,how do,WRB,VBP,VB,DESC
where,where is,WRB,VBZ,VBZ,LOC
that,that has,WDT,VBZ,VB,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what year,WDT,NN,VBP,NUM
what,what is,WP,VBZ,VBZ,ENTY
which,which flight,WDT,NN,VBP,ENTY
what,what are,WP,VBP,VBP,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBN,DESC
how,how does,WRB,VBZ,VBN,DESC
what,what famous,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
how,how can,WRB,MD,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,ENTY
who,what nationality who died,WP,VBD,VBD,LOC
what,what does,WP,VBZ,VB,DESC
why,why do,WRB,VBP,VB,DESC
what,what tv,WP,NN,VBZ,HUM
how,how can,WRB,MD,VB,DESC
how,how does,WRB,VBZ,NN,DESC
what,what enigmatic,WP,JJ,VBN,HUM
who,who was,WP,VBD,VBD,HUM
who,who sings,WP,VBZ,VBZ,HUM
when,when did,WRB,VBD,NN,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what caused,WP,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what information,WDT,NN,VB,HUM
how,how does,WRB,VBZ,NN,DESC
how,how can,WRB,MD,VB,DESC
what,what was,WP,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what sinatra,WP,NNP,VB,ENTY
how,how do,WRB,VBP,VB,DESC
what,what award,WDT,NN,VBZ,ENTY
that,what is that the,WDT,DT,VBZ,LOC
what,what ice,WP,NN,NN,ENTY
what,what dumb,WDT,JJ,NN,HUM
what,what is,WP,VBZ,VBZ,ABBR
what,what term,WDT,NN,VBZ,ENTY
what,what was,WP,VBD,VBN,HUM
what,what sea,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what does,WP,VBZ,VB,ABBR
when,what ocean when she,WRB,PRP,VBD,LOC
what,what book,WDT,NN,VB,ENTY
when,what happens when lightning,WRB,NN,VBZ,DESC
what,what was,WP,VBD,VBD,HUM
what,what does,WP,VBZ,VB,DESC
what,what country,WP,NN,VBD,LOC
how,how do,WRB,VBP,VB,DESC
what,what are,WP,VBP,VBP,ENTY
what,what are,WP,VBP,VBP,ENTY
what,what causes,WP,VBZ,NN,DESC
when,when was,WRB,VBD,VBN,NUM
what,what do,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,LOC
how,how can how much,WRB,JJ,VB,DESC
what,what \'s,WP,VBZ,VBZ,NUM
what,what vowel,WDT,NN,VBP,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what california,WP,NNP,VBN,LOC
who,who is,WP,VBZ,IN,ENTY
who,who wrote,WP,VBD,VBD,HUM
how,how did,WRB,VBD,VBP,DESC
why,why can,WRB,MD,VB,DESC
where,where do,WRB,VBP,VB,LOC
why,why are,WRB,VBP,VBP,DESC
what,what african,WDT,JJ,VBN,LOC
what,what year,WDT,NN,VB,NUM
what,what city,WP,NN,VBN,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what pseudonym,WDT,NN,NN,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,HUM
what,what cheery,WDT,JJ,VBD,HUM
how,how many,WRB,JJ,VB,NUM
,,,,NN,HUM
what,what \'s,WP,VBZ,VBZ,LOC
where,where is,WRB,VBZ,VBN,LOC
what,what does,WP,VBZ,VB,ENTY
what,what does,WP,VBZ,VB,DESC
how,how do,WRB,VBP,VB,DESC
what,what was,WP,VBD,VBD,NUM
how,how many,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what sign,WDT,NN,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
who,who holds,WP,VBZ,VBZ,HUM
what,what cards,WDT,NNS,VBP,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what planet,WDT,NN,VB,LOC
which,which language,WDT,NN,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what j.r.r.,WP,NNP,VBZ,ENTY
what,what brand,WDT,NN,VBN,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what business,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who wrote,WP,VBD,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what was,WP,VBD,VBD,HUM
where,where did,WRB,VBD,VBD,LOC
who,who played,WP,VBD,VBD,HUM
where,where are,WRB,VBP,VBP,LOC
where,where does,WRB,VBZ,RB,LOC
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VBD,NUM
what,what did,WP,VBD,VB,ENTY
how,how much,WRB,JJ,VBZ,NUM
who,who leads,WP,VBZ,VBZ,HUM
what,what animals,WP,NNS,VBD,ENTY
who,who won,WP,VBD,VBD,HUM
where,where does,WRB,VBZ,VB,DESC
where,where does,WRB,VBZ,VB,LOC
what,what country,WP,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what was,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
how,how do,WRB,VBP,VB,DESC
who,who is,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VB,NUM
what,what country,WDT,NN,VBN,LOC
that,where can that gives,WDT,VBZ,VB,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what state,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
how,how long,WRB,JJ,VBZ,NUM
,,,,VB,HUM
where,where did,WRB,VBD,VB,LOC
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what river,WDT,NN,VBN,LOC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBZ,NUM
what,what was,WP,VBD,VBD,ENTY
what,what trophy,WDT,NN,VBN,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what well,WP,RB,VBD,HUM
what,what are,WP,VBP,VBP,DESC
what,what one,WP,CD,VBP,HUM
how,how many,WRB,JJ,VBD,NUM
what,what river,WDT,NN,VBZ,LOC
what,what civil,WP,NNP,VBD,HUM
who,who was who served,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,ABBR
which,which area,WDT,NN,VBZ,LOC
why,why is,WRB,VBZ,VBN,DESC
what,what is,WP,VBZ,VBZ,ENTY
why,why does,WRB,VBZ,VBN,DESC
what,what suburban,WDT,JJ,VBD,HUM
how,how does,WRB,VBZ,NN,DESC
which,which date,WDT,NN,VBZ,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what famed,WDT,JJ,VBD,ENTY
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,LOC
what,what country,WP,NN,VBZ,LOC
what,what fuel,WDT,NN,VB,ENTY
,,,,VB,HUM
what,what does,WP,VBZ,VB,DESC
what,what baseball,WDT,NN,VBD,DESC
which,which state,WDT,NN,VBP,LOC
what,what is,WP,VBZ,VBZ,LOC
how,how does,WRB,VBZ,VB,DESC
what,what color,WDT,NN,VBZ,ENTY
how,what is how big,WRB,JJ,VBZ,ENTY
which,which ear,WDT,NN,VB,ENTY
where,where have,WRB,VBP,VBN,LOC
what,what letter,WDT,NN,VBZ,ENTY
how,how do,WRB,VBP,VB,ENTY
who,who shoplifts,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what island,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
where,how much where \'s,WRB,VBZ,VBN,NUM
what,what do,WP,VBP,VB,DESC
what,what was,WP,VBD,VBD,NUM
what,what reason,WP,NN,VBD,DESC
what,what peter,WP,NNP,VBZ,ENTY
where,what is where can,WRB,MD,VBZ,NUM
why,why are,WRB,VBP,VBN,DESC
what,what non,WDT,JJ,VBN,ENTY
what,what meter,WDT,NN,VBN,ENTY
when,when was,WRB,VBD,VBD,NUM
what,what caribbean,WP,JJ,VBZ,LOC
what,what michelangelo,WP,NNP,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,DESC
how,how old,WRB,JJ,VBZ,NUM
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,NUM
that,what is that produce,WDT,VBP,VBZ,ENTY
when,when did,WRB,VBD,VB,NUM
when,when did,WRB,VBD,VB,NUM
which,which two,WDT,CD,VBD,HUM
what,what day,WDT,NN,VBD,NUM
,,,,VBN,HUM
what,what does,WP,VBZ,VB,ENTY
what,what u.s.,WP,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
how,how do,WRB,VBP,VB,DESC
who,who said,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBN,NUM
what,what do,WP,VBP,VBP,ENTY
why,why did,WRB,VBD,VB,DESC
what,what is,WP,VBZ,VBZ,LOC
how,how many,WRB,JJ,VBN,NUM
what,what was,WP,VBD,VBD,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what were,WP,VBD,VBD,ENTY
where,where does,WRB,VBZ,VBD,LOC
how,how do,WRB,VBP,VB,DESC
whom,whom by,WP,IN,VBN,HUM
what,what year,WDT,NN,VBD,NUM
what,what year,WDT,NN,VB,NUM
who,who wrote who stole,WP,VBD,VBD,HUM
where,where can,WRB,MD,VB,LOC
what,what jockey,WDT,NN,VBD,HUM
what,what u.s.,WP,NNP,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what do,WP,VBP,VB,ENTY
who,who seized,WP,VBD,VBD,HUM
what,what state,WDT,NN,VBZ,LOC
how,how hot,WRB,JJ,VB,NUM
what,what tools,WDT,NNS,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
that,what is that includes,WDT,VBZ,VBZ,ENTY
that,what \'s that lives,WDT,VBZ,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what scandinavian,WDT,JJ,VBN,LOC
what,what well,WP,RB,VBZ,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what would,WP,MD,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what stephen,WP,NNP,VBZ,ENTY
how,how does,WRB,VBZ,VB,DESC
what,what date,WDT,NN,VBZ,NUM
what,what film,WDT,NN,VBN,ENTY
what,what little,WP,JJ,RB,HUM
what,what percent,WDT,NN,VBN,NUM
what,what date,WP,NN,VBD,NUM
why,why are,WRB,VBP,VBP,DESC
how,how many,WRB,JJ,VBP,NUM
what,what was,WP,VBD,VBD,HUM
what,what number,WDT,NN,VBP,NUM
what,what is,WP,VBZ,VBZ,ABBR
how,how does,WRB,VBZ,VB,DESC
what,what father,WDT,NN,VBD,HUM
how,how many,WRB,JJ,VB,NUM
which,which high,WDT,JJ,VBN,HUM
how,how many,WRB,JJ,VBP,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what year,WDT,NN,VB,NUM
what,what \'s,WP,VBZ,VBZ,DESC
when,what is who was when he,WRB,PRP,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what color,WDT,NN,VBN,ENTY
what,what do,WP,VBP,VB,LOC
which,which produces,WDT,VBZ,VBZ,ENTY
what,what book,WDT,NN,VB,ENTY
what,what united,WP,NNP,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
who,what \'s who watch,WP,VBP,VBZ,NUM
what,what tv,WDT,NN,NN,ENTY
what,what was,WP,VBD,VBD,LOC
what,what part,WDT,NN,VBN,LOC
what,what is,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,DESC
,,,,VBD,HUM
how,how did,WRB,VBD,VB,DESC
what,what \'s,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,HUM
where,what cigarette where the,WRB,DT,VBD,HUM
which,which of,WDT,IN,VB,HUM
what,what dynasty,WP,NN,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what actress,WDT,NN,VBZ,HUM
what,what was,WP,VBD,VBD,ENTY
that,that used,WDT,VBD,VB,HUM
what,what first,WDT,JJ,VBZ,ENTY
how,how does,WRB,VBZ,VB,DESC
what,what was,WP,VBD,VBD,DESC
what,what u.s.,WP,NNP,VBD,HUM
who,who is,WP,VBZ,VBZ,HUM
what,what does,WP,VBZ,VBZ,DESC
where,where can,WRB,MD,VB,LOC
what,what actor,WDT,NN,VBD,HUM
who,who says,WP,VBZ,VBZ,HUM
who,who was,WP,VBD,VBD,HUM
how,how much,WRB,JJ,VB,NUM
where,where \'s,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what state,WDT,NN,VBN,LOC
what,what carries,WP,VBZ,VBZ,ENTY
what,what year,WDT,NN,VBD,NUM
what,what are,WP,VBP,VBP,LOC
who,who is,WP,VBZ,VBZ,HUM
what,what does,WP,VBZ,JJ,NUM
what,what book,WDT,NN,VBN,ENTY
why,why do,WRB,VBP,JJ,DESC
what,what attorneys,WP,NNS,VBP,HUM
how,how did,WRB,VBD,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
where,where did,WRB,VBD,VBP,LOC
what,what constellation,WDT,NN,VBN,LOC
who,what tale who wants,WP,VBZ,VBZ,ENTY
what,what u.s.,WP,NNP,VBZ,HUM
which,which year,WDT,NN,VBD,NUM
what,what do,WP,VBP,VBP,DESC
,,,,VB,ENTY
where,where can,WRB,MD,VB,LOC
what,what state,WDT,NN,VBZ,LOC
how,how did,WRB,VBD,VB,DESC
that,which classical that glitters,WDT,NNS,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ABBR
how,how large,WRB,JJ,VBZ,NUM
which,which cats,WDT,NNS,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
which,which organization,WDT,NN,VBZ,HUM
when,when was,WRB,VBD,VBN,NUM
how,how can,WRB,MD,VB,DESC
who,who painted,WP,VBD,VBD,HUM
what,what company,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
who,who killed,WP,VBD,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
why,why are,WRB,VBP,VBP,DESC
which,which is,WDT,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what animal,WDT,NN,VBZ,ENTY
what,what time,WDT,NN,VB,NUM
what,what chapter,WDT,NN,VBZ,NUM
what,what amount,WDT,NN,VBP,NUM
what,what film,WDT,NN,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what asian,WP,JJ,VBD,LOC
how,how many,WRB,JJ,VBP,NUM
who,who is,WP,VBZ,VBZ,HUM
who,who \'s,WP,VBZ,VBN,HUM
what,what ernest,WP,NNP,VBD,ENTY
what,what color,WDT,NN,VBN,ENTY
which,which beatles,WDT,NNP,NN,ENTY
why,why does,WRB,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
what,what ocean,WDT,NN,VBD,ENTY
what,what city,WDT,NN,VBZ,LOC
what,what u.s.,WP,NNP,VBD,HUM
who,who wrote,WP,VBD,VBD,HUM
what,what money,WDT,NN,VBN,ENTY
what,what color,WDT,NN,VB,ENTY
where,where did,WRB,VBD,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
which,what was which all,WDT,DT,VBD,ENTY
what,what british,WDT,JJ,VBD,HUM
how,how did,WRB,VBD,VB,DESC
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,HUM
which,which of,WDT,IN,VBN,HUM
what,what does,WP,VBZ,VB,ENTY
what,what civilization,WDT,NN,VBD,HUM
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,HUM
what,what former,WDT,JJ,VBN,LOC
where,where was,WRB,VBD,VBD,LOC
what,what president,WDT,NN,VBN,HUM
what,what are,WP,VBP,VBP,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
where,where did,WRB,VBD,VBP,LOC
who,who won,WP,VBD,VBD,HUM
what,what do,WP,VBP,VB,ENTY
,,,,VB,HUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what book,WDT,NN,VBZ,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what does,WP,VBZ,VB,ABBR
how,how do,WRB,VBP,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
why,why is,WRB,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,NUM
what,who played what ?,WP,.,VBZ,HUM
what,what is,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what clause,WDT,NN,VBN,DESC
what,what \'s,WP,VBZ,VBZ,DESC
what,what actor,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what engineer,WDT,NN,VBD,HUM
what,what south,WP,JJ,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
,,,,VB,LOC
when,when do,WRB,VBP,VB,NUM
what,what will,WP,MD,VB,DESC
how,how many,WRB,JJ,VBP,NUM
which,which college,WDT,NN,VB,HUM
who,who was,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what aesop,WP,NNP,VBZ,ENTY
what,what famed,WP,JJ,VBZ,LOC
how,how is,WRB,VBZ,VBN,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what does,WP,VBZ,VB,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what \'s,WP,VBZ,VBZ,ABBR
which,which continent,WDT,NN,VBZ,LOC
what,what russian,WDT,JJ,VBN,ENTY
how,how do,WRB,VBP,VB,DESC
how,how do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VB,NUM
what,what bottled,WP,VBN,VBN,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what credit,WP,NN,VBZ,ENTY
what,what are,WP,VBP,VBP,LOC
what,what are,WP,VBP,VBP,DESC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how far,WRB,RB,VB,NUM
what,what nuclear,WDT,NN,VBD,ENTY
when,why can when you,WRB,PRP,VBP,DESC
where,where in,WRB,IN,VB,LOC
what,what country,WP,NN,VBZ,LOC
when,when did,WRB,VBD,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what do,WP,VBP,VB,ENTY
what,what country,WDT,NN,VBD,LOC
when,what happens when a,WRB,DT,VBZ,DESC
what,what english,WDT,JJ,VBZ,ENTY
what,what film,WDT,NN,VBZ,ENTY
who,who asked,WP,VBD,VBD,HUM
who,who wrote,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
where,where did,WRB,VBD,VBP,LOC
why,why do,WRB,VBP,VB,DESC
who,who played,WP,VBD,VBD,HUM
when,when was,WRB,VBD,VBD,NUM
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what state,WDT,NN,VBZ,LOC
why,why is,WRB,VBZ,VBG,DESC
how,how do,WRB,VBP,VB,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
how,how long,WRB,RB,RB,NUM
how,how long,WRB,RB,VB,NUM
who,who owns,WP,VBZ,VBZ,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what beer,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
which,which side,WDT,NN,VBP,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what phenomenon,WDT,NN,VB,ENTY
when,when do,WRB,VBP,VB,NUM
what,what year,WDT,NN,VBD,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what comic,WDT,JJ,VBZ,ENTY
what,what device,WDT,NN,VBD,ENTY
what,what will,WP,MD,VB,ENTY
how,how long,WRB,JJ,VB,NUM
what,what does,WP,VBZ,NN,ABBR
what,what \'s,WP,VBZ,VBZ,DESC
how,how long,WRB,RB,VBP,NUM
what,what two,WP,CD,VBP,ENTY
what,what texas,WP,NNP,VBD,HUM
what,what country,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who made,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBN,NUM
what,what store,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what ``,WP,``,VBZ,HUM
that,what is that can,WDT,MD,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
